action,index,row,original,new
insert,289,"{'station name': 'OKENNE ROAD PSS (ABUJA RD LOKOJA)', 'cost center': 'NG111S0730', 'country code': 'NG'}",,
insert,290,"{'station name': 'AJAOKUTA RD S/S, LOKOJA', 'cost center': 'NG111S0573', 'country code': 'NG'}",,
insert,291,"{'station name': 'LASU IBA', 'cost center': 'NG111S0952', 'country code': 'NG'}",,
update,292,,"{'cost center': 'NG111S0622', 'station name': 'AGBOR EXPRESS PSS', 'city': 'ASABA', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'agbor express pss'}","{'cost center': 'NG111S0622', 'station name': 'Agbor Express', 'city': 'ASABA', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'agbor express pss'}"
insert,293,"{'station name': 'ASABA COKER S/S ', 'cost center': 'NG111S0612', 'country code': 'NG'}",,
insert,294,"{'station name': '3RD EAST CIRCULAR RD', 'cost center': 'NG111S0724', 'country code': 'NG'}",,
insert,295,"{'station name': 'EYAEN S/S BENIN', 'cost center': 'NG111S0716', 'country code': 'NG'}",,
insert,296,"{'station name': 'ATAN', 'cost center': 'NG111S0717', 'country code': 'NG'}",,
update,297,,"{'cost center': 'NG111S0550', 'station name': 'IYANA MEIRAN PSS ', 'city': 'EGBADO', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'iyana meiran pss'}","{'cost center': 'NG111S0550', 'station name': 'Iyana Meiran', 'city': 'EGBADO', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'iyana meiran pss'}"
insert,298,"{'station name': 'PENCINEMA F/S', 'cost center': 'NG111S0017', 'country code': 'NG'}",,
insert,299,"{'station name': 'BODIJA', 'cost center': 'NG111S0609', 'country code': 'NG'}",,
update,302,,"{'cost center': 'NG111S0082', 'station name': 'IBEJU LEKKI', 'city': 'ISLAND', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'ibeju lekki'}","{'cost center': 'NG111S1008', 'station name': 'Ibeju Lekki 2', 'city': 'ISLAND', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'ibeju lekki'}"
insert,303,"{'station name': 'ANKPA F/.S', 'cost center': 'NG111S0292', 'country code': 'NG'}",,
insert,304,"{'station name': 'AYANGBA F/S', 'cost center': 'NG111S0293', 'country code': 'NG'}",,
insert,305,"{'station name': 'MINNA - BIDA ROAD ', 'cost center': 'NG111S0572', 'country code': 'NG'}",,
insert,306,"{'station name': 'IGBOHO P.S.S', 'cost center': 'NG111S0437', 'country code': 'NG'}",,
insert,307,"{'station name': 'RANDAN OGBOMOSHO', 'cost center': 'NG111S0608', 'country code': 'NG'}",,
insert,308,"{'station name': 'AGBARHO S/S – Agbarho', 'cost center': 'NG111S0568', 'country code': 'NG'}",,
insert,309,"{'station name': 'OSUBI', 'cost center': 'NG111S0578', 'country code': 'NG'}",,
insert,310,"{'station name': 'ABA GRA', 'cost center': 'NG111S0150', 'country code': 'NG'}",,
insert,311,"{'station name': 'IKEREKU', 'cost center': 'NG111S0004', 'country code': 'NG'}",,
insert,312,"{'station name': 'WASIMI', 'cost center': 'NG111S0009', 'country code': 'NG'}",,
insert,313,"{'station name': 'GWAGWALADA', 'cost center': 'NG111S0284', 'country code': 'NG'}",,
insert,317,"{'station name': 'ONDO ODOTU', 'cost center': 'NG111S0602', 'country code': 'NG'}",,
insert,318,"{'station name': 'ONDO YABA', 'cost center': 'NG111S0213', 'country code': 'NG'}",,
insert,319,"{'station name': 'ABULE EGBA S/S', 'cost center': 'NG111S0010', 'country code': 'NG'}",,
insert,320,"{'station name': 'AGEGE F/S', 'cost center': 'NG111S0011', 'country code': 'NG'}",,
insert,321,"{'station name': 'BIG H (FCE Okene)', 'cost center': 'NG111S0617', 'country code': 'NG'}",,
insert,322,"{'station name': 'IKERE EKITI', 'cost center': 'NG111S0244', 'country code': 'NG'}",,
insert,323,"{'station name': 'OGBESE', 'cost center': 'NG111S0246', 'country code': 'NG'}",,
insert,325,"{'station name': 'AKAGBE UGWU', 'cost center': 'NG111S0167', 'country code': 'NG'}",,
insert,326,"{'station name': 'OJI RIVER F/S', 'cost center': 'NG111S0173', 'country code': 'NG'}",,
insert,327,"{'station name': 'AHMADU BELLO WAY', 'cost center': 'NG111S0667', 'country code': 'NG'}",,
insert,328,"{'station name': 'BIU RD SS', 'cost center': 'NG111S0328', 'country code': 'NG'}",,
insert,329,"{'station name': 'AGO TAPA F/S', 'cost center': 'NG111S0106', 'country code': 'NG'}",,
insert,330,"{'station name': 'AGODI', 'cost center': 'NG111S0107', 'country code': 'NG'}",,
insert,331,"{'station name': 'AKANRAN S/S', 'cost center': 'NG111S0108', 'country code': 'NG'}",,
insert,332,"{'station name': 'ITUTABA F/S', 'cost center': 'NG111S0110', 'country code': 'NG'}",,
insert,333,"{'station name': 'OJE MKT S/S', 'cost center': 'NG111S0114', 'country code': 'NG'}",,
insert,334,"{'station name': 'QUEEN ELIZABETH S/S', 'cost center': 'NG111S0117', 'country code': 'NG'}",,
insert,335,"{'station name': 'WORKSHOP S/S', 'cost center': 'NG111S0136', 'country code': 'NG'}",,
insert,337,"{'station name': 'AKURE RD. FS', 'cost center': 'NG111S0086', 'country code': 'NG'}",,
insert,338,"{'station name': 'IBOKUN TOWN FS', 'cost center': 'NG111S0089', 'country code': 'NG'}",,
insert,339,"{'station name': 'ONDO RD. FS', 'cost center': 'NG111S0094', 'country code': 'NG'}",,
insert,340,"{'station name': 'OTUN-EKITI', 'cost center': 'NG111S0104', 'country code': 'NG'}",,
insert,342,"{'station name': 'RIVER BASIN,  MINNA', 'cost center': 'NG111S0279', 'country code': 'NG'}",,
insert,344,"{'station name': 'ANARA', 'cost center': 'NG111S0187', 'country code': 'NG'}",,
update,345,,"{'cost center': 'NG111S0138', 'station name': 'EDE TOWN', 'city': 'OYO', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'NG', 'norm_name': 'ede town'}","{'cost center': 'NG111S0047', 'station name': 'Epe Town', 'city': 'OYO', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'NG', 'norm_name': 'ede town'}"
insert,347,"{'station name': 'OYO CENTER', 'cost center': 'NG111S0146', 'country code': 'NG'}",,
insert,350,"{'station name': 'KOKO', 'cost center': 'NG111S0252', 'country code': 'NG'}",,
insert,351,"{'station name': 'PATANI ROAD', 'cost center': 'NG111S0258', 'country code': 'NG'}",,
insert,352,"{'station name': 'MICHIKA MUBI S/S', 'cost center': 'NG111S0376', 'country code': 'NG'}",,
insert,353,"{'station name': 'MARARABA 1', 'cost center': 'NG111S0468', 'country code': 'NG'}",,
insert,354,"{'station name': 'ELEME ROAD 1', 'cost center': 'NG111S0715', 'country code': 'NG'}",,
insert,355,"{'station name': 'IDDO EKITI', 'cost center': 'NG111S0465', 'country code': 'NG'}",,
insert,356,"{'station name': 'MODAKEKE 2', 'cost center': 'NG111S0433', 'country code': 'NG'}",,
insert,357,"{'station name': 'NAIRA & KOBO', 'cost center': 'NG111S0711', 'country code': 'NG'}",,
insert,359,"{'station name': 'ILORIN RD, IKIRUN', 'cost center': 'NG111S0633', 'country code': 'NG'}",,
insert,360,"{'station name': 'ENEKA ROAD', 'cost center': 'NG111S0582', 'country code': 'NG'}",,
insert,361,"{'station name': 'IGWURUTA', 'cost center': 'NG111S0637', 'country code': 'NG'}",,
insert,363,"{'station name': 'LOKOJA RD OKENE', 'cost center': 'NG111S0613', 'country code': 'NG'}",,
insert,364,"{'station name': 'AJASE-IPO 2', 'cost center': 'NG111S0700', 'country code': 'NG'}",,
insert,365,"{'station name': 'OKO OLOWO', 'cost center': 'NG111S0712', 'country code': 'NG'}",,
insert,366,"{'station name': 'AJAH AJIWEH', 'cost center': 'NG111S0081', 'country code': 'NG'}",,
insert,367,"{'station name': 'AIYETORO', 'cost center': 'NG111S0678', 'country code': 'NG'}",,
insert,370,"{'station name': 'ADO IWOROKO', 'cost center': 'NG111S0240', 'country code': 'NG'}",,
insert,371,"{'station name': 'OLD LAGOS RD', 'cost center': 'NG111S0714', 'country code': 'NG'}",,
insert,372,"{'station name': 'OLOJE S/S', 'cost center': 'NG111S0804', 'country code': 'NG'}",,
insert,373,"{'station name': 'ISEYIN RD S/S OYO', 'cost center': 'NG111S0817', 'country code': 'NG'}",,
insert,374,"{'station name': 'POLY ROAD', 'cost center': 'NG111S0834', 'country code': 'NG'}",,
insert,375,"{'station name': 'J,ALLEN (COCOA HOUSE)', 'cost center': 'NG111S0841', 'country code': 'NG'}",,
insert,377,"{'station name': 'ORON RD', 'cost center': 'NG111S0842', 'country code': 'NG'}",,
insert,378,"{'station name': 'ORON TOWN', 'cost center': 'NG111S0871', 'country code': 'NG'}",,
insert,379,"{'station name': 'ONDO RD S/S', 'cost center': 'NG111S0870', 'country code': 'NG'}",,
insert,382,"{'station name': 'USELU PSS', 'cost center': 'NG111S0458', 'country code': 'NG'}",,
insert,383,"{'station name': 'IRESE-APA RD SS ', 'cost center': 'NG111S0816', 'country code': 'NG'}",,
insert,384,"{'station name': 'SANGO U,I ROAD', 'cost center': 'NG111S0833', 'country code': 'NG'}",,
insert,385,"{'station name': 'SANGOTEDO', 'cost center': 'NG111S0844', 'country code': 'NG'}",,
insert,386,"{'station name': 'RESCUE LAYOUT (SUPERPOINT)', 'cost center': 'NG111S0850', 'country code': 'NG'}",,
insert,387,"{'station name': 'SOBI ROAD ', 'cost center': 'NG111S0862', 'country code': 'NG'}",,
insert,388,"{'station name': 'ORIRE JUNCTION - Richmond', 'cost center': 'NG111S0872', 'country code': 'NG'}",,
insert,389,"{'station name': 'BARRACKS ROAD S/S ', 'cost center': 'NG111S0815', 'country code': 'NG'}",,
insert,390,"{'station name': 'MFAMOSING S/S', 'cost center': 'NG111S0941', 'country code': 'NG'}",,
insert,391,"{'station name': 'AFAO ROAD SS EKITI ', 'cost center': 'NG111S0921', 'country code': 'NG'}",,
insert,392,"{'station name': 'PALM EXPRESS S/S BAYELSA', 'cost center': 'NG111S0940', 'country code': 'NG'}",,
insert,393,"{'station name': 'ASA DAM', 'cost center': 'NG111S0946', 'country code': 'NG'}",,
insert,394,"{'station name': 'AVENUE RD, WARRI', 'cost center': 'NG111S0990', 'country code': 'NG'}",,
insert,395,"{'station name': 'ORLU', 'cost center': 'NG111S0194', 'country code': 'NG'}",,
insert,396,"{'station name': 'KPIRI KPIRI', 'cost center': 'NG111S0874', 'country code': 'NG'}",,
insert,397,"{'station name': 'RAILWAY STREET FS', 'cost center': 'NG111S0343', 'country code': 'NG'}",,
insert,398,"{'station name': 'GUNDUWAWA S/S', 'cost center': 'NG111S0847', 'country code': 'NG'}",,
insert,399,"{'station name': 'AUCHI SS', 'cost center': 'NG111S0220', 'country code': 'NG'}",,
insert,400,"{'station name': 'AWKA', 'cost center': 'NG111S0177', 'country code': 'NG'}",,
insert,401,"{'station name': 'ENUGU ONITSHA EXP.AWKA', 'cost center': 'NG111S0186', 'country code': 'NG'}",,
insert,402,"{'station name': 'ENUGU ROAD', 'cost center': 'NG111S0180', 'country code': 'NG'}",,
insert,403,"{'station name': 'OGUTA ROAD', 'cost center': 'NG111S0184', 'country code': 'NG'}",,
insert,404,"{'station name': 'SHENDAM FS', 'cost center': 'NG111S0322', 'country code': 'NG'}",,
update,405,,"{'cost center': 'NG111S0501', 'station name': 'WESTERN BYE PASS', 'city': nan, 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'western bye pass'}","{'cost center': 'KE111S0271', 'station name': 'Eastern Bypass', 'city': nan, 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'KE', 'norm_name': 'western bye pass'}"
insert,406,"{'station name': 'BARKI LADI', 'cost center': 'NG111S0316', 'country code': 'NG'}",,
insert,409,"{'station name': 'OMUO EKITI', 'cost center': 'NG111S0464', 'country code': 'NG'}",,
insert,410,"{'station name': 'TALATA MAFARA', 'cost center': 'NG111S0341', 'country code': 'NG'}",,
insert,411,"{'station name': 'IBILLO F/S', 'cost center': 'NG111S0224', 'country code': 'NG'}",,
insert,412,"{'station name': 'NKPOR JUNCTION (NEW TARZAN)', 'cost center': 'NG111S0182', 'country code': 'NG'}",,
insert,413,"{'station name': 'OKENE', 'cost center': 'NG111S0247', 'country code': 'NG'}",,
insert,414,"{'station name': 'ABAGANA', 'cost center': 'NG111S0176', 'country code': 'NG'}",,
insert,415,"{'station name': 'ABAKALIKI F/S ', 'cost center': 'NG111S0168', 'country code': 'NG'}",,
insert,416,"{'station name': 'BENIN/AUCHI  PSS', 'cost center': 'NG111S0452', 'country code': 'NG'}",,
insert,417,"{'station name': 'ENUGU UKWU', 'cost center': 'NG111S0670', 'country code': 'NG'}",,
insert,418,"{'station name': 'FUNTUA MOTOR PARK', 'cost center': 'NG111S0338', 'country code': 'NG'}",,
insert,419,"{'station name': 'NEW MKT ROAD', 'cost center': 'NG111S0181', 'country code': 'NG'}",,
insert,420,"{'station name': 'OLD MKT ROAD', 'cost center': 'NG111S0185', 'country code': 'NG'}",,
insert,421,"{'station name': 'AHMADU BELLO WAY SS', 'cost center': 'NG111S0340', 'country code': 'NG'}",,
insert,422,"{'station name': 'ARGUNGU  PSS', 'cost center': 'NG111S0502', 'country code': 'NG'}",,
insert,423,"{'station name': 'EKWULOBIA', 'cost center': 'NG111S0179', 'country code': 'NG'}",,
insert,424,"{'station name': 'IBAGWA F/S', 'cost center': 'NG111S0169', 'country code': 'NG'}",,
insert,425,"{'station name': 'JEGA R/ABOUT B/KEBBI', 'cost center': 'NG111S0342', 'country code': 'NG'}",,
insert,426,"{'station name': 'KABBA - LOKOJA PSS ', 'cost center': 'NG111S0260', 'country code': 'NG'}",,
insert,427,"{'station name': 'EKPOMA', 'cost center': 'NG111S0956', 'country code': 'NG'}",,
insert,428,"{'station name': 'UKWA TOWN (FAIRBRIGHT)', 'cost center': 'NG111S0863', 'country code': 'NG'}",,
insert,429,"{'station name': 'UMUAHIA (LUZEN', 'cost center': 'NG111S0955', 'country code': 'NG'}",,
insert,431,"{'station name': 'ISOLO IKOTUN', 'cost center': 'NG111S0978', 'country code': 'NG'}",,
insert,432,"{'station name': 'LASU IGANDO ', 'cost center': 'NG111S0954', 'country code': 'NG'}",,
insert,433,"{'station name': 'ARATUNMI-ISHAI', 'cost center': 'NG111S0831', 'country code': 'NG'}",,
insert,435,"{'station name': 'DAURA-KATSINA (GODIYA)', 'cost center': 'NG111S0838', 'country code': 'NG'}",,
insert,437,"{'station name': 'MAROTENG (DSC WARRI)', 'cost center': 'NG111S0845', 'country code': 'NG'}",,
insert,438,"{'station name': 'NNAMDI AZIKIWE EXPRESS', 'cost center': 'NG111S0819', 'country code': 'NG'}",,
insert,439,"{'station name': 'ONDO BYE PASS', 'cost center': 'NG111S0839', 'country code': 'NG'}",,
insert,440,"{'station name': 'JIKWOYI', 'cost center': 'NG111S0627', 'country code': 'NG'}",,
insert,441,"{'station name': 'AJASE IPO 1 S/S', 'cost center': 'NG111S0096', 'country code': 'NG'}",,
insert,443,"{'station name': 'MARIRI PSS', 'cost center': 'NG111S0492', 'country code': 'NG'}",,
insert,444,"{'station name': 'MOSALASI', 'cost center': 'NG111S0399', 'country code': 'NG'}",,
insert,445,"{'station name': 'MOWE OFADA', 'cost center': 'NG111S0830', 'country code': 'NG'}",,
insert,446,"{'station name': 'UROMI PSS', 'cost center': 'NG111S0823', 'country code': 'NG'}",,
insert,447,"{'station name': 'DOMKAT BALI ROAD PSS', 'cost center': 'NG111S0485', 'country code': 'NG'}",,
insert,449,"{'station name': 'IFE MEGA', 'cost center': 'NG111S0409', 'country code': 'NG'}",,
insert,450,"{'station name': 'KACHAKO', 'cost center': 'NG111S0491', 'country code': 'NG'}",,
insert,453,"{'station name': 'SHAPATI TOWN', 'cost center': 'NG111S0555', 'country code': 'NG'}",,
insert,454,"{'station name': 'AZMAN PSS, MINNA', 'cost center': 'NG111S0469', 'country code': 'NG'}",,
insert,455,"{'station name': 'GASHUA II PSS', 'cost center': 'NG111S0489', 'country code': 'NG'}",,
insert,457,"{'station name': 'KIRIKIRI  STATION', 'cost center': 'NG111S0625', 'country code': 'NG'}",,
insert,459,"{'station name': 'OSHOGBO GARAGE PSS ILESHA ', 'cost center': 'NG111S0901', 'country code': 'NG'}",,
insert,460,"{'station name': 'DUKKU RD', 'cost center': 'NG111S0950', 'country code': 'NG'}",,
insert,461,"{'station name': 'HIGH COURT RD MARKET ROAD MINNA', 'cost center': 'NG111S0629', 'country code': 'NG'}",,
insert,462,"{'station name': 'IBUZA RD PSS', 'cost center': 'NG111S0453', 'country code': 'NG'}",,
update,463,,"{'cost center': 'NG111S0888', 'station name': 'KA ROAD AZARE (AY ZATO)', 'city': nan, 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'ka road azare ay zato'}","{'cost center': 'NG111S0888', 'station name': 'Kano Road Azare (Ay Zato)', 'city': nan, 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'ka road azare ay zato'}"
insert,464,"{'station name': 'KOTANGORA RD', 'cost center': 'NG111S0621', 'country code': 'NG'}",,
insert,465,"{'station name': 'NEW YIDI ROAD', 'cost center': 'NG111S0434', 'country code': 'NG'}",,
update,466,,"{'cost center': 'NG111S0588', 'station name': 'ZARIA ROAD 2', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'zaria road 2'}","{'cost center': 'NG111S0364', 'station name': 'Zaria Road', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'zaria road 2'}"
insert,467,"{'station name': 'BAMA TOWN', 'cost center': 'NG111S0494', 'country code': 'NG'}",,
insert,470,"{'station name': 'GUSAU RD MAGAMI', 'cost center': 'NG111S0488', 'country code': 'NG'}",,
insert,471,"{'station name': 'MOPA', 'cost center': 'NG111S0413', 'country code': 'NG'}",,
insert,472,"{'station name': 'YSR ILOGBO PSS', 'cost center': 'NG111S0562', 'country code': 'NG'}",,
insert,473,"{'station name': 'OZUOBA SS', 'cost center': 'NG111S1029', 'country code': 'NG'}",,
update,474,,"{'cost center': 'NG111S0975', 'station name': 'UROMI JUNCTION S/S  ', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'uromi junction s s'}","{'cost center': 'NG111S0975', 'station name': 'Uromi Junction', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'uromi junction s s'}"
insert,475,"{'station name': 'KINGS MKT F/S', 'cost center': 'NG111S0129', 'country code': 'NG'}",,
insert,476,"{'station name': 'MALUMFASHI', 'cost center': 'NG111S0337', 'country code': 'NG'}",,
insert,477,"{'station name': '9TH MILE F/S', 'cost center': 'NG111S0165', 'country code': 'NG'}",,
insert,478,"{'station name': 'MBAISE S/S \xa0', 'cost center': 'NG111S1006', 'country code': 'NG'}",,
insert,480,"{'station name': 'JAHI', 'cost center': 'NG111S1027', 'country code': 'NG'}",,
insert,482,"{'station name': 'APOMU TOWN FS', 'cost center': 'NG111S0087', 'country code': 'NG'}",,
insert,483,"{'station name': 'ILESHA RD, PSS', 'cost center': 'NG111S0516', 'country code': 'NG'}",,
insert,484,"{'station name': 'MODAKEKE 1', 'cost center': 'NG111S0432', 'country code': 'NG'}",,
insert,485,"{'station name': 'ASA DAM RD PSS', 'cost center': 'NG111S0772', 'country code': 'NG'}",,
insert,486,"{'station name': 'FATE RD', 'cost center': 'NG111S0710', 'country code': 'NG'}",,
update,487,,"{'cost center': 'NG111S0618', 'station name': 'UNIVERSITY RD', 'city': nan, 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'university rd'}","{'cost center': 'TZ111S0004', 'station name': 'University', 'city': nan, 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'TZ', 'norm_name': 'university rd'}"
insert,488,"{'station name': ""JAMA'ARE SS"", 'cost center': 'NG111S0350', 'country code': 'NG'}",,
update,489,,"{'cost center': 'NG111S0824', 'station name': 'GRA DAMBATTA (MAIDAJI PSS)', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'gra dambatta maidaji pss'}","{'cost center': 'NG111S0824', 'station name': 'Gra Dambatta (Maidaji)', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'gra dambatta maidaji pss'}"
update,490,,"{'cost center': 'NG111S0983', 'station name': 'KANO BYE PASS PSS', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'kano bye pass pss'}","{'cost center': 'NG111S0983', 'station name': 'Kano Bye Pass', 'city': nan, 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'NG', 'norm_name': 'kano bye pass pss'}"
insert,491,"{'station name': 'L/PARK POTISKUM SS', 'cost center': 'NG111S0369', 'country code': 'NG'}",,
