action,index,row
insert,646,"{'cost center': '1000/GN111S0001', 'country code': 'GN'}"
insert,647,"{'cost center': '1000/GN111S0001', 'country code': 'GN'}"
insert,648,"{'cost center': '1000/GN111S0001', 'country code': 'GN'}"
insert,649,"{'cost center': '1000/GN111S0001', 'country code': 'GN'}"
insert,650,"{'cost center': '1000/GN111S0001', 'country code': 'GN'}"
insert,651,"{'cost center': '1000/GN111S0001', 'country code': 'GN'}"
insert,652,"{'cost center': '1000/GN111S0001', 'country code': 'GN'}"
insert,653,"{'cost center': nan, 'country code': 'ZA'}"
insert,654,"{'cost center': nan, 'country code': 'ZA'}"
insert,655,"{'cost center': nan, 'country code': 'ZA'}"
insert,656,"{'cost center': nan, 'country code': 'ZA'}"
insert,657,"{'cost center': nan, 'country code': 'ZA'}"
insert,658,"{'cost center': nan, 'country code': 'ZA'}"
insert,659,"{'cost center': nan, 'country code': 'ZA'}"
insert,660,"{'cost center': nan, 'country code': 'ZA'}"
insert,661,"{'cost center': nan, 'country code': 'ZA'}"
insert,662,"{'cost center': nan, 'country code': 'ZA'}"
insert,663,"{'cost center': nan, 'country code': 'ZA'}"
insert,664,"{'cost center': nan, 'country code': 'ZA'}"
insert,665,"{'cost center': nan, 'country code': 'ZA'}"
insert,666,"{'cost center': nan, 'country code': 'ZA'}"
insert,667,"{'cost center': nan, 'country code': 'ZA'}"
insert,668,"{'cost center': nan, 'country code': 'ZA'}"
insert,669,"{'cost center': nan, 'country code': 'ZA'}"
insert,670,"{'cost center': nan, 'country code': 'ZA'}"
insert,671,"{'cost center': nan, 'country code': 'ZA'}"
insert,672,"{'cost center': nan, 'country code': 'ZA'}"
insert,673,"{'cost center': nan, 'country code': 'ZA'}"
insert,674,"{'cost center': nan, 'country code': 'ZA'}"
insert,675,"{'cost center': nan, 'country code': 'ZA'}"
insert,676,"{'cost center': nan, 'country code': 'ZA'}"
insert,677,"{'cost center': nan, 'country code': 'ZA'}"
insert,678,"{'cost center': nan, 'country code': 'ZA'}"
insert,679,"{'cost center': nan, 'country code': 'ZA'}"
insert,680,"{'cost center': nan, 'country code': 'ZA'}"
insert,681,"{'cost center': nan, 'country code': 'ZA'}"
insert,682,"{'cost center': nan, 'country code': 'ZA'}"
insert,683,"{'cost center': nan, 'country code': 'ZA'}"
insert,684,"{'cost center': nan, 'country code': 'ZA'}"
insert,685,"{'cost center': nan, 'country code': 'ZA'}"
insert,686,"{'cost center': nan, 'country code': 'ZA'}"
insert,687,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,688,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,689,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,690,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,691,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,692,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,693,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,694,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,695,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,696,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,697,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,698,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,699,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,700,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,701,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,702,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,703,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,704,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,705,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,706,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,707,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,708,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,709,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,710,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,711,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,712,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,713,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,714,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,715,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,716,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,717,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,718,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,719,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,720,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,721,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,722,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,723,"{'cost center': 'BW111S0009 - 154167', 'country code': 'BW'}"
insert,724,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,725,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,726,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,727,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,728,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,729,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,730,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,731,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,732,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,733,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,734,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,735,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,736,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,737,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,738,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,739,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,740,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,741,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,742,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,743,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,744,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,745,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,746,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,747,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,748,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,749,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,750,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,751,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,752,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,753,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,754,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,755,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,756,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,757,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,758,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,759,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,760,"{'cost center': 'SZ111S0005', 'country code': 'Eswatini'}"
insert,798,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,799,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,800,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,801,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,802,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,803,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,804,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,805,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,806,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,807,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,808,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,809,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,810,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,811,"{'cost center': 'AO111S2001', 'country code': 'AO'}"
insert,812,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,813,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,814,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,815,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,816,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,817,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,818,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,819,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,820,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,821,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,822,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,823,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,824,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,825,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,826,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,827,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,828,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,829,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,830,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,831,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,832,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,833,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,834,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,835,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,836,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,837,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,838,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,839,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,840,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,841,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,842,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,843,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,844,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,845,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,846,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,847,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,848,"{'cost center': 'MZ111S4201', 'country code': 'MZ'}"
insert,849,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,850,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,851,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,852,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,853,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,854,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,855,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,856,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,857,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,858,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,859,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,860,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,861,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,862,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,863,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,864,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,865,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,866,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,867,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,868,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,869,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,870,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,871,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,872,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,873,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,874,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,875,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,876,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,877,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,878,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,879,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,880,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,881,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,882,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,883,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,884,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,885,"{'cost center': 'NA111S0064', 'country code': nan}"
insert,923,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,924,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,925,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,926,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,927,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,928,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,929,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,930,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,931,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,932,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,933,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,934,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,935,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,936,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,937,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,938,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,939,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,940,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,941,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,942,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,943,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,944,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,945,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,946,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,947,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,948,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,949,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,950,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,951,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,952,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,953,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,954,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,955,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,956,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,957,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,958,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,959,"{'cost center': 'ZM111S2216', 'country code': 'ZM'}"
insert,997,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,998,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,999,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1000,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1001,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1002,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1003,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1004,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1005,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1006,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1007,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1008,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1009,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1010,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1011,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1012,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1013,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1014,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1015,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1016,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1017,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1018,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1019,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1020,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1021,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1022,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1023,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1024,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1025,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1026,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1027,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1028,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1029,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1030,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1031,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1032,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1033,"{'cost center': 'CG111S2219', 'country code': 'CG'}"
insert,1034,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1035,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1036,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1037,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1038,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1039,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1040,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1041,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1042,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1043,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1044,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1045,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1046,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1047,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1048,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1049,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1050,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1051,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1052,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1053,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1054,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1055,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1056,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1057,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1058,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1059,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1060,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1061,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1062,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1063,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1064,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1065,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1066,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1067,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1068,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1069,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1070,"{'cost center': 'GA111S0012', 'country code': 'Gabon'}"
insert,1071,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1072,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1073,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1074,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1075,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1076,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1077,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1078,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1079,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1080,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1081,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1082,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1083,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1084,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1085,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1086,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1087,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1088,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1089,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1090,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1091,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1092,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1093,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1094,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1095,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1096,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1097,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1098,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1099,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1100,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1101,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1102,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1103,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1104,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1105,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1106,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1107,"{'cost center': 'GQ111S0002', 'country code': 'GQ'}"
insert,1108,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1109,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1110,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1111,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1112,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1113,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1114,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1115,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1116,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1117,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1118,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1119,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1120,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1121,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1122,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1123,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1124,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1125,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1126,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1127,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1128,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1129,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1130,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1131,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1132,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1133,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1134,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1135,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1136,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1137,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1138,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1139,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1140,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1141,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1142,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1143,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
insert,1144,"{'cost center': 'KE111S0107', 'country code': 'Kenya'}"
